Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bkgdID
FRC	GO:0051656	establishment of organelle localization	2/7	380/16289	0.010547527145269945	0.05237213531024773	0.022279094977500195	Dpysl2/Actr3	2	Adora2b/Ap3b1/Ap3b2/Ap3d1/Ap3s1/Ap3s2/Birc5/Arf1/Rab27a/Atm/Atp9a/Bicd1/Blk/Brca2/Ctnnb1/Cd84/Cdc42/Cdh3/Cdk5/Cenpa/Cenpc1/Cfl1/Cln3/Cnih2/Cplx2/Dpysl2/Dctn1/Dlg1/Dync1h1/Dync1i1/Dnm1/Eya1/F8a/Ptk2/Fcer1g/Fer/Fes/Fgf10/Fgfr2/Fgr/Gab2/Gata1/Gata2/Bloc1s1/Gem/Hap1/Hdac6/Htt/Foxf1/Hgs/Hhex/Hif1a/Hmox1/Ikbkg/Il13/Il13ra2/Il4/Il4ra/Kpnb1/Incenp/Itga4/Itgb1/Eif6/Kif13a/Kif1a/Kif1b/Kif1c/Kif3c/Kif5a/Kif5b/Kif5c/Kifc5b/Kit/Lamp1/Lat/Arhgef2/Limk2/Llgl1/Lyn/Mad1l1/Mecp2/Fyco1/Mlh1/Mos/Map1b/Map2/Map4/Map6/Mapt/Bloc1s5/Myh9/Myo15/Myo1b/Myo1c/Myo1f/Myo5a/Myo5b/Myo6/Myo7a/Nr4a3/Npm1/Nppc/Ntn1/Nudc/Nup62/Bloc1s6/Pafah1b1/Pcm1/Pdcd6/Pdcd6ip/Pdpk1/Prkcz/Pld2/Plk1/Nup88/Psen1/Ptgds/Nectin2/Rab1a/Rab11b/Rab3a/Rab7/Rac2/Ran/Rasgrp1/Rasl2-9/Rps15/Sar1a/Exoc4/Vps4b/Slc2a4/Snapin/Snap91/Snca/Snap23/Stam/Stk11/Aurkb/Stxbp1/Stxbp2/Vamp7/Syk/Sdc1/Sdc4/Syt4/Tacc3/Dynlt1b/Terf1/Tesk1/Tsg101/Ubb/Ube2b/Uchl1/Vamp8/Ezr/Ywhaz/Nlrp5/Abce1/Spry1/Spry2/Map2k1/Map4k2/Mapk8/Cul3/Cops5/Pclo/Slc9a3r1/Zw10/Spo11/Tcirg1/Snf8/D6Wsu163e/Cep63/Tor1a/Spast/Prkn/Preb/Hnrnpu/Pibf1/Cdca8/Cdc23/Wipi1/Ahi1/Sdcbp/Rab11a/Spag5/Copg2/Copg1/Fmn2/Ap3m1/Mad2l1/Becn1/Pex14/Chp1/Ykt6/Pdcd10/Actr10/Sphk2/Rabgef1/Psrc1/Lat2/Tacc2/Smpd3/Rrs1/Rhot1/Stk25/Stard3/Actn4/Syne1/Ap3m2/Bccip/Myo19/Arfgap3/Chmp4c/Sar1b/Actr2/Lrrk2/Nuf2/Khdc3/Cep19/2610002M06Rik/Riok2/Ndc80/Chmp1b/Trak1/Mis12/Cdt1/Nde1/Agtpbp1/Dock7/Tmed9/Tbc1d23/Mgarp/Borcs5/Nop9/Cdca5/Pef1/Ubxn2b/Spire1/Hsbp1/Steap3/Tmed10/Dipk2a/Chmp2b/Chmp2a/Snx4/Dctn2/Ttl/Spdl1/Unc13d/5730455P16Rik/Tmem230/Trak2/Arhgap21/Myo1e/Armcx3/Fam83d/Sapcd2/Zbed3/Seh1l/Pinx1/Pard3b/Wasl/Bloc1s2/Kif2c/Actr3/Atp13a2/Chmp4b/Bicdl1/Ripor1/Gpsm2/Stard3nl/Clasp2/Clasp1/Bicd2/Chmp5/Arfgap2/Cep83/Sun1/Tanc2/Myh10/Eml4/Misp/Rab27b/Ndel1/Wasf1/Cenpq/Sec16b/Tac4/Pard3/Clmn/Dtnbp1/Nmd3/Numa1/Champ1/Xpo1/Fbxw11/Dnm3/Synj1/Chmp7/Scrib/Gbf1/Cenpf/Ap1s2/Lin7a/Nusap1/Trip11/Kif22/Shroom2/Tle6/Vps4a/Bloc1s4/Nlgn1/Wdr11/Chmp6/Myo5c/Fam91a1/Ap1ar/Syne3/Spice1/Bicdl2/Ccdc186/Cdk5rap2/Fnbp1l/Spg11/Rhot2/Cd300a/Llgl2/Trappc12/Sun2/Lsg1/Cep120/Eml3/Rab3gap1/Cdc42bpa/Mark1/Sec16a/Madd/Kif18a/Mylk2/Syt11/Cenpe/Crocc/Tmem201/Sdad1/Myo1h/Bloc1s3/Picalm/Insc/Fhod1/Chmp1a/Spire2/Fez1/Pla2g3/Klhl12/Mcph1/Myrip/Myo1g/Ccnb1/Syne2/Sybu/Terb1/Tacc1/Hook3/Ppfia2/Mapk15/Myo1d/Ltv1/Trim46/Nefh/Milr1/Eipr1/Mreg/Kif14/Nsfl1c/Myo1a/Majin/Mrgpra2a/Kifc1/Btbd8
FRC	GO:0010575	positive regulation of vascular endothelial growth factor production	1/7	25/16289	0.01069606744449636	0.05237213531024773	0.022279094977500195	Sulf1	1	Adora2b/Arnt/Atf4/Brca1/Bsg/C3/C3ar1/C5ar1/Cyp1b1/Eif2ak3/Flt4/Gata4/Hc/Hif1a/Hpse/Il1a/Il1b/Il6/Isl1/Ptgs2/Rora/Sulf2/Cxcl17/Sulf1/Ccbe1
FRC	GO:0097205	renal filtration	1/7	25/16289	0.01069606744449636	0.05237213531024773	0.022279094977500195	Sulf1	1	Adora1/Aqp1/Cyba/Ednra/Emp2/F2r/F2rl1/Gas6/Gja1/Gja5/Rhpn1/Jchain/Itga3/Pdgfb/Ptpro/Rhpn2/Myo1e/Sulf2/Kirrel/Tmem63c/Adgrf5/Coro2b/Sulf1/Tbc1d8b/Xpnpep3
FRC	GO:0002683	negative regulation of immune system process	2/7	390/16289	0.01108782384547454	0.05237213531024773	0.022279094977500195	Sox9/Cr2	2	Adipoq/Ada/Adora1/Adora2a/Angpt1/Ahr/Akt1/Alox15/Gfer/Atg5/Apoa1/Apoa2/Apod/Arg1/Arg2/Atm/Bcl6/Prdm1/Blk/Bmp4/Btk/Serping1/C1qc/Calca/Casp3/Ctnnb1/Runx1/Runx3/Cbfb/Ctla4/Cd22/Cd24a/Cd37/Cd44/Cd59a/Cd68/Cd80/Cd84/Cd86/Cdk6/Cdkn2a/Cebpb/Socs1/Ccr1/Ccr2/Cnr1/Cnr2/Col3a1/Cr2/Crk/Cr1l/Cst7/Ctsg/Cx3cr1/Cd55/Cd55b/Dlg1/Dpp4/Elf1/Erbb2/Fadd/Fas/Fbn1/Fcer1g/Fcgr2b/Fer/Fgl2/Fgr/Il4i1/Flt3/Dtx1/Gal/Gata2/Usp15/Tsc22d3/Gli3/Gnrh1/Lilrb4a/Gpam/Gpx1/Grn/H2-Aa/H2-Ab1/H2-Oa/H2-Ob/Hc/Ptpn6/Hfe/Foxj1/Foxf1/Hlx/Hmgb1/Hmgb3/Hmox1/Hoxa7/Hspb1/Hspa9/Id2/Ido1/Ifi204/Ifng/Igf1/Igf2/Cd74/Il10/Il13ra2/Il2/Il2ra/Il4/Il4ra/Il7r/Inpp5d/Irf1/Acod1/Itch/Cd47/Jak3/Klrd1/Mafb/Lag3/Laptm5/Ldlr/Lgals3/Lgals7/Lgals9/Loxl3/Anxa1/Lst1/Il1rl1/Lyar/Lyn/Mad1l1/Smad7/Masp1/Cd46/Mdk/Mertk/Kitl/Mif/Cd200/Myc/Nbl1/Nf1/Nme1/Nme2/Ccn3/Tnfrsf11b/Padi2/Pik3r1/Pla2g2d/Plcb1/Ccl21a/Cnot7/Pparg/Ppp3cb/Prkar1a/Prkdc/Prnp/Psmb4/Ptger4/Dusp1/Ptpn2/Ptpn22/Ptprc/Ptprj/Rara/Trim27/Rps19/Ccl12/Ccl2/Ccl25/Cx3cl1/Cxcl12/Spi1/Sfrp1/Sh2d1a/Shh/Slfn1/Slit2/Sox11/Sox9/Serpinb9b/Serpinb9/Spn/Trim21/Stat2/Stat5a/Stat6/Sdc4/Tap1/Tap2/Prdx2/Tgfb1/Tgfb2/Tgfb3/Thbs1/Thy1/Tjp2/Otop1/Tnf/Tnfaip3/Tnfaip6/Pglyrp1/Tnfrsf4/Tyro3/Tyrobp/Nr1h3/Scgb1a1/Ezr/Vpreb3/Zfp35/Zbtb7b/Zfpm1/Banf1/Grem1/Oas1g/Axl/Ceacam1/Psma1/Sh2d1b1/Tspan32/Slamf1/Fbxw7/Il27ra/Pibf1/Cd160/Socs6/Crtam/Samhd1/Gps2/Mettl3/Adar/Socs5/Rabgef1/Stap1/Ccl28/Tob2/Zc3h8/Pglyrp2/Tbx21/Cd200r1/Tnfrsf13b/Pdcd1lg2/Cd274/Dusp10/Nmi/Ndfip1/Twsg1/Tmem176b/Tmem176a/Fam3a/Mkrn2/Cuedc2/Nrarp/Peli1/Atg12/Samsn1/Tmem178/Mul1/Zpbp2/Bst2/Fbxo7/Tnfaip8l2/Cactin/Prdm16/Clec2g/Clec12b/Dlg5/Zbtb46/Dusp3/Ubash3b/Appl1/Wasl/Irak3/Vsir/Cyld/Lrrc17/Slamf8/Phpt1/Clec4g/Gper1/Il33/Dcst1/Sla2/Dhx58/Gimap3/Trem2/Fstl3/Gpr137b/Dnaja3/Cd96/Clec2i/Clec2d/Gpnmb/Tnfrsf21/Pag1/Susd4/Cul4a/Smpdl3b/Emilin1/Cd276/Tcta/Dgkz/Dusp22/Scrib/Nckap1l/Gpr137/Lpxn/Thoc5/Tbc1d10c/Adtrp/Npy/Selenos/Abr/Gpr18/Tmbim6/Bcr/Oas1c/Pawr/Mmp28/Pilrb1/Glmn/Havcr2/Ripor2/Btla/Cblb/Enpp3/Trib1/Il20rb/Tapbpl/Ythdf2/Arrb2/Nr1d1/Cd300a/Rin3/Ttll12/Adgrf5/Plcl2/Thoc1/Ifi207/Gpr55/Ythdf3/Tmem131l/Syt11/Pias3/Zc3h12a/Tnfrsf14/Trafd1/A2m/Fgl1/Inpp4b/Parp3/Zc3h12d/Gpr68/Il17d/Lax1/Tnfsf18/Pde5a/Bank1/Klre1/Nfkbid/Siglecg/Tarm1/Oas3/Oas1a/Cd300lf/Nod2/Nlrc3/Zfp608/Nlrx1/Rhbdd3/Gimap5/C5ar2/Rc3h2/Pkn1/Ubash3a/Fcrl5/Cd59b/Mia3/Milr1/Lrch1/Olfm4/Rc3h1/Lrrc32/Nlrc5/Parp14/Btnl2/Isg15/Ildr2/Ifi206
FRC	GO:0010592	positive regulation of lamellipodium assembly	1/7	26/16289	0.011121862299875662	0.05237213531024773	0.022279094977500195	Actr3	1	Avil/Aqp1/Atp7a/Cdc42/Cfl1/Dnm2/Fscn1/Pik3r1/Rac1/Rac2/Cyfip1/Twf2/Nckap1/Mtor/Actr2/Akirin1/Plce1/Actr3/Arpc2/Brk1/Hdac4/Carmil2/Wasf2/Auts2/Abi2/Frmd7
FRC	GO:0050673	epithelial cell proliferation	2/7	397/16289	0.011473361656294645	0.05237213531024773	0.022279094977500195	Sulf1/Sox9	2	Acvr2a/Acvrl1/Adam17/Adk/Adora2b/Ager/Agtr1a/Akt1/Alox5/Ang/Apc/Birc5/Apoa1/Apoe/Nr2f2/Ar/Areg/Arg1/Atf2/Atp5a1/Atp7a/Atpif1/B2m/Bad/Bax/Phb2/Bcl2l2/Bglap2/Fabp7/Bmp2/Bmp4/Bmp5/Bmp6/Bmpr1a/Bmpr2/Brca2/Zfp36l1/Btrc/Calca/Cask/Ctnnb1/Cav1/Cav2/Runx3/Ccnd1/Ccnd2/Cd34/Cdc25a/Cdc42/Cdh1/Cdh13/Cdh3/Cdk6/Cdkn1b/Cdkn1c/Cdkn2a/Cdkn2b/Cebpb/Cflar/Chuk/Cldn1/Cxcr3/Col4a3/Col8a1/Ctsl/Cxadr/Cyba/Cyp7b1/Dab2/Twist2/Dlg1/Dlk1/Ecm1/Ednra/Ednrb/Efnb2/Egf/Egfr/Egr3/Ehf/Aimp1/Eng/Epha2/Erbb2/Ereg/Esr1/Esr2/Eya1/F3/Fap/Lgr5/Fgf1/Fgf10/Fgf18/Fgf2/Fgf7/Fgf9/Fgfbp1/Fgfr1/Fgfr2/Fgfr3/Vegfd/Flt1/Flt4/Fst/Fzd7/Gas1/Gata2/Gata3/Gdf5/B4galt1/Gja1/Gli1/Glul/Gpc3/Gpx1/Grn/Has2/Hes1/Hes5/Hey1/Hgf/Hmgb1/Hmgn1/Hmga2/Hmox1/Nr4a1/Hoxa5/Hpn/Hras/Rida/Htr2b/Hyal1/Id1/Id2/Ifng/Igf1/Igf2/Igfbp3/Igfbp4/Igfbp5/Il10/Il12a/Il18/Il6/Isl1/Itga4/Itgb1bp1/Itgb3/Itpr1/Jun/Kdr/Kif3a/Kit/Klf9/Cnmd/Lep/Lrp6/Smad3/Mdk/Mef2c/Men1/Mki67/Myc/Nf1/Nfib/Ngfr/Nkx6-1/Nme1/Nog/Nr4a3/Notch1/Notch2/Ccn3/Uhrf1/Npm1/Nras/Pdcd6/Pdgfb/Etv4/Pgf/Pgr/Pik3cd/Prkca/Prkd1/Plau/Plcg1/Med1/Ppard/Pparg/Prkdc/Prkx/Prox1/Psen1/Ptch1/Pten/Ptn/Ptprk/Ptprm/Ptprn/Pura/Pex2/Aldh1a2/Rb1/Reg3g/Robo1/Rps6ka1/Scg2/Scn5a/Ccl12/Ccl2/Ccl5/Cxcl12/Serpinf1/Sfrp2/Sema5a/Sfrp1/Shh/Six1/Six4/Snai2/Sox11/Sox2/Sox9/Sp1/Sparc/Scarb1/Stat1/Stat3/Stat5a/Stat6/Stk11/Stxbp4/Tacr1/Tbx1/Tbx2/Tcf7l2/Tek/Tgfa/Tgfb1/Tgfb2/Tgfbr1/Tgfbr3/Tgm1/Ift88/Thbs1/Thbs4/Tie1/Tnf/Tnfaip3/Tnfsf11/Trp63/Tsc2/Twist1/Vdr/Vegfa/Vegfb/Vegfc/Vhl/Wnt10b/Wnt2/Wnt5a/Xbp1/Xdh/Yap1/Zfp36/Aplnr/Akt3/Map2k5/Osr1/Synj2bp/Ceacam1/Map2k1/Map2k2/Mapk1/Dysf/Mydgf/Tinf2/Apln/Sirt6/Deaf1/Irf6/Azin1/Dll4/Sfn/Htra1/Ccl24/Nupr1/Pdcd10/Mtor/Tacstd2/Bcl11b/Ghrl/Ncstn/Dusp10/Sav1/Tnmd/Fmc1/Rgcc/Serpinb1a/Aqp11/Aggf1/Nrarp/Wdr48/Ift172/Ift74/Wfdc1/Srsf6/Ift80/Rtn4/Rreb1/Pdcl3/Gkn3/Pygo2/Zfas1/Zfp580/Slurp2/Dab2ip/Emc10/Pold4/Wdr77/Atoh8/Clec12b/Epgn/Sulf2/Bmper/Wdr13/Marveld3/Thap1/Ift57/Errfi1/Rptor/Pik3cb/Kdm5b/Tbx18/Lrg1/Esrp2/Rictor/Saal1/Ern1/Krit1/BC004004/Ift122/Wnt16/Sirt1/Maged1/Loxl2/Hmgb2/Prkd2/Mmrn2/Eaf2/Tcf19/Lgr4/Osr2/Foxp1/Rap1gap/Lims1/Foxp2/Plxnb3/Olfr78/Dicer1/Ghsr/Mtss1/Cdc73/Sidt2/Stox1/Agap2/Nr1d1/Eppk1/Lims2/Vash2/Gpbar1/Ppp1r16b/Fgl1/Cd109/Alms1/Vash1/Jcad/Sulf1/Ift52/Nod2/Klk8/Nlrc3/Jaml/Serpinb1b/C5ar2/Smo/Vstm4/Frs2/Mcc/Col8a2/Egfl7/Zfp703/Intu/Serpinb1c/Iqgap3/Sgpp2
FRC	GO:0198738	cell-cell signaling by wnt	2/7	397/16289	0.011473361656294645	0.05237213531024773	0.022279094977500195	Sulf1/Sox9	2	Abl1/Abl2/Macf1/Apc/Xiap/Apoe/App/Arntl/Atp6v0c/Axin1/Axin2/Bcl7b/Bmp2/Btrc/Aspm/Ctnnb1/Ctnnd1/Cav1/Ccnd1/Ccne1/Cd44/Cdh1/Cdh2/Cdh3/Celsr1/Cmah/Col1a1/Cpe/Csnk2a1/Csnk2a2/Csnk2b/Dab2/Dapk3/Ddb1/Ddit3/Ddx3x/Dvl1/Dvl2/Dvl3/Eda/Edn1/Ednra/Ednrb/Egf/Egfr/Egr1/Emd/Mark2/Epm2a/Ext1/Lgr5/Fgf10/Fgf2/Fgf9/Fgfr2/Fgfr3/Foxl1/Folr1/Frat1/Fzd1/Fzd3/Fzd4/Fzd5/Fzd6/Fzd7/Fzd8/Fzd9/Gata3/Gli1/Gli3/Gnaq/Gpc3/Gpc4/Grk5/Grb10/Tle5/Gsc/Hdac2/Hesx1/Hhex/Hic1/Hmga2/Ilk/Invs/Isl1/Itga3/Jrk/Mdfic/Klf4/Kpna1/Lats1/Ldb1/Lect2/Lef1/Lrp1/Lrp5/Lrp6/Smad3/Mbd2/Mdfi/Mdk/Mesp1/Mgat3/Mitf/Usp34/Myc/Myoc/Ndp/Nfkb1/Nlk/Nog/Notch1/Ctnnd2/Nxn/Enpp1/Cdk14/Pitx2/Pkd1/Pkd2/Ppm1a/Ppm1b/Psen1/Pten/Ptpru/Ptpro/Rac1/Rbpj/Rps12/Ruvbl2/Ryk/Sfrp2/Sema5a/Sfrp1/Frzb/Sfrp4/Shh/Siah2/Snai2/Smarca4/Sox10/Sox13/Sox17/Sox2/Sox4/Sox7/Sox9/Spin1/Src/Stk11/Sdc1/Tcf7/Tcf7l1/Tcf7l2/Tert/Tgfb1/Tgfb1i1/Thra/Tiam1/Tle1/Tle2/Tle3/Tle4/Tnfaip3/Tnks/Tpbg/Ctr9/Tsc2/Ube2b/Kdm6a/Uty/Ccn4/Wnt10a/Wnt10b/Wnt11/Wnt9b/Wnt2/Wnt2b/Wnt4/Wnt5a/Wnt5b/Wnt6/Yap1/Amfr/Apc2/Grem1/Pin1/Tlr2/Vax2/Wif1/Zeb2/Grk6/Mapk14/Cul3/Ror1/Ror2/Slc9a3r1/Brd7/G3bp1/Csnk1e/Peg12/Limd1/Ndrg2/Fbxw4/Lats2/Dkkl1/Dkk3/Prkn/Reck/Porcn/Celsr2/Snx3/Sfrp5/Paf1/Otud5/Ift20/Stk3/Arl6/Amotl2/Foxo1/Foxo3/Ruvbl1/Rnf138/Pfdn5/Gsk3b/Zbtb33/Dkk2/Fzd2/Stk4/Pias4/Med12/Dact1/Gprc5b/Scel/Vps35/Sostdc1/Sdhaf2/Tmem9/Klf15/Wdr61/Lrrk2/Rnf220/Gskip/Tmem88/Ctnnbip1/Nrarp/Ctdnep1/Frmd8/Calcoco1/Chd8/Plpp3/Mesd/Ccny/Bambi/Rnf146/Wls/Ift80/Ccdc88c/Cthrc1/Trpm4/Ubac2/Pygo2/Plekha4/Dab2ip/Mllt3/Fuz/Csnk1g3/Draxin/Atp6ap2/Ubr5/Lrrfip2/Ptk7/Mad2l2/Sulf2/Zbed3/Amer2/Pygo1/Nkd2/Amer1/2210016L21Rik/Rspo3/Kremen2/Nfatc4/Hbp1/Ttc21b/Cby1/Nphp3/Cyld/Tnks2/Sost/Lmbr1l/Usp47/Wnk2/Amotl1/Senp2/Rtf1/Tax1bp3/Tbx18/Gid8/Daam2/Bcl9/Fam53b/Adgra2/Bcl9l/Wwox/Tbl1xr1/Bicc1/Kremen1/Usp8/Csnk1a1/Wnt16/Vangl2/Fzd10/Nkd1/Wwtr1/Tmem64/Csnk1g2/Fbxw11/Csnk1d/Ptpn23/Prkaa1/Prickle1/Kank1/Lgr4/Rapgef1/Celsr3/Prkaa2/Cela1/Lmx1a/Prdm15/Tle6/Ankrd6/Rac3/Rspo1/Rbms3/Rnf43/Daam1/Frat2/Scyl2/Sox30/Cdc73/Csnk1g1/Wnt9a/Nle1/Depdc1b/Fermt2/Shisa2/Ccar2/Alpk2/Lzts2/Mark1/Ccnyl1/Lrp4/Tmem131l/Pbxip1/Vgll4/Wnk1/Caprin2/Ppm1n/Lrrk1/Leo1/Ppp2r3a/Rspo2/Sulf1/Klhl12/Cpz/Tsku/Disc1/Nphp4/Strn/Jade1/Vcp/Rab5a/Cxxc4/Tmem198/Lypd6/Mcc/Lgr6/Tnn/Shisa3/Dixdc1/Zfp703/Zranb1/Shisa6/Mks1/Tmem237/Znrf3/Otulin/Hdac1/Apcdd1/Gsk3a/Tmem170b/Dact3/Tnik/Trabd2b/Rnf213/Tpbgl/Hm629797
FRC	GO:0030201	heparan sulfate proteoglycan metabolic process	1/7	27/16289	0.011547500064365668	0.05237213531024773	0.022279094977500195	Sulf1	1	Ctnnb1/Ext1/Ext2/Gpc1/Hpse/Lipc/Ndst1/Ndst2/Tcf7l2/Ugdh/Hs2st1/Sgsh/Hs6st1/Hs6st2/Extl3/Ndst4/Tm9sf2/Sulf2/B3gat3/Ndst3/Glce/Vangl2/Xylt2/Xylt1/Pxylp1/Sulf1/Hs3st5
FRC	GO:0048745	smooth muscle tissue development	1/7	27/16289	0.011547500064365668	0.05237213531024773	0.022279094977500195	Sox9	1	Ahr/Bmp4/Col3a1/Dlg1/Eng/Nf1/Pdgfrb/Prox1/Shh/Six1/Sox9/Srf/Stra6/Tfap2b/Trp63/Zfand5/Osr1/Schip1/Efemp2/Tiparp/Mylk/Foxp1/Foxp2/Itga8/Tshz3/Tnn/Zfp950
FRC	GO:0043254	regulation of protein-containing complex assembly	2/7	401/16289	0.011696366357798254	0.05237213531024773	0.022279094977500195	Sox9/Actr3	2	Abca1/Abl1/Add1/Add2/Parp1/Avil/Ahr/Alox15/Apc/Birc2/Apoe/Arf6/Rhoa/Rhoc/Arpc1b/Atm/Bak1/Bax/Bid/Hrk/Bik/Bcl2l11/Capg/Capn1/Capza1/Capza2/Capzb/Cav1/Cav3/Cck/Cd24a/Cd36/Cdc42/Cdh17/Cdh5/Cdkn1b/Cfl1/Coro1a/Clu/Creb1/Cryab/Csf2/Csf3/Cttn/Dbnl/Dctn1/Asap1/Ddx3x/Dlg1/Drg1/Dyrk1a/Mapre1/Lefty1/Eif4ebp1/Eln/Dmtn/Epn1/Eps8/Esr1/Evl/Faf1/Fscn1/Fas/Fer/Fes/Fkbp4/Foxc2/Flii/Fmn1/Gba/Mtpn/Gda/Rack1/Grb2/H3f3b/Hcfc1/Hck/Hcls1/Hdac6/Hes1/Hmgb1/Hsf1/Hspa1b/Hsp90aa1/Ica1/Icam1/Irgm1/Ifng/Igtp/Impact/Isl1/Ajuba/Kif9/Stmn1/Lamp2/Lats1/Arhgef2/Lcat/Lgals3/Lmo4/Smad6/Mecp2/Met/Mmp3/Msn/Map1b/Map2/Mapt/Myd88/Myo1c/Napb/Ncam1/Nck1/Nck2/Nin/Oprd1/Pak1/Pak3/Pcsk5/Pecam1/Pfn1/Pfn2/Pik3r2/Prkcd/Prkce/Prkcz/Lcp1/Ccl21a/Ppm1a/Eif2ak2/Psen2/Ptger4/Ptk2b/Twf1/Tmsb10/Tmsb4x/Ptpn11/Pex5/Rab3a/Rac1/Rdx/Rnf4/Trim30a/Sar1a/Stmn2/Scin/Selp/Sgk1/Cyfip1/Slit2/Snap91/Snca/Sorl1/Sox9/Spta1/Sptan1/Sptb/Sptbn1/Src/Stx1a/Stxbp1/Syk/Tal1/Terf1/Tgfb1/Thra/Tlr4/Tlr6/Tmod1/Tnf/Tpm1/Traf2/Tfrc/Trp53/Rpl13a/Tubb4a/Sumo1/Ulk1/Unc13b/Nr1h2/Vasp/Vdac2/Vegfa/Vil1/Vill/Wars/Wnt10b/Ikzf1/Hax1/Tenm1/Twf2/Tlr2/Map3k1/Map3k7/Mapk8/Mapk9/Rps3/Add3/Abca3/Hip1r/Bin1/Lcmt1/Tmod3/Tmod2/Nckap1/Preb/Myadm/Ldlrad4/Cldn7/Insm1/Arhgef7/Arhgef5/Atf7ip/Mefv/Nphs1/Sh3glb1/Tfip11/Cxcl13/Plek/Stx1b/Ccl24/Dbn1/Arl2/Arpc3/Stub1/Clip1/Arpc1a/Ikbke/Gsk3b/Cdc42ep4/Mlst8/Mtor/Psrc1/Park7/Rangrf/Crbn/Cdc42ep5/Mkks/Dact1/Nek7/Ralb/Sirt2/Pmepa1/Vps35/Dnajc15/Sar1b/Snx9/4933400A11Rik/Pycard/Riok3/Baiap2l1/Ctnnbip1/Psmc6/Cdt1/Bag4/1810058I24Rik/Arpc5/Mtln/Camsap2/Tppp3/Nop53/Arpc4/Ankra2/Caly/Carmil1/Washc1/Pih1d1/Pink1/Prrt2/Esam/Dab2ip/Camsap3/Rasip1/Zdhhc1/P2ry12/Bbs10/Cand1/Cotl1/Eml2/Tppp/Atat1/Arhgap18/Traf3ip1/Actr3/Arpc5l/Fblim1/Sost/Usp50/Mphosph8/Med25/Mpp7/Svip/Ckap5/Slain2/Daam2/Clasp2/Clip3/Arpc2/Cyfip2/Skap1/Nol3/Rictor/Stxbp5/Cptp/Kank3/Trem2/Pde4dip/Jam3/Clec2i/Lmod1/Mapre3/Akap9/Brk1/Plekhg2/Numa1/Bbs4/Ncln/Cdc42ep2/Cdc42ep1/Slf1/Slain1/Nckap1l/Ticam1/Ttbk1/Kank1/Baiap2/Napa/Tbcd/Aida/Dut/Raf1/Rims1/Tirap/Kirrel/Bbc3/Bmf/Hspa1a/Fchsd2/Baiap2l2/Eif4g1/Nrg1/Arfgef1/Cdk5rap2/Senp6/Rap1b/Fnip1/Dhx33/Git1/Tmc8/Trappc12/Stxbp6/Ice1/Rasa1/Fermt2/Spidr/Svil/Fhod3/Ppp2r5b/Slf2/Rab3gap1/Farp2/Camsap1/Gsn/Ambra1/Prune1/Gbp5/Gba2/Abitram/Ssh1/Carmil2/Plcg2/Piezo1/Gnl3l/Ssh2/Tnfsf18/Kank4/Ppp1r9a/Atr/Ssh3/Ankrd27/Nav3/Cdc42ep3/Nlrc3/Arhgap28/Vcp/Fchsd1/Lmod3/Togaram1/Ep300/Fnip2/Mapk15/Hjurp/Kif14/Unc13a/Pfn4/Zfp827/Gm14137/Trabd2b/Tmsb15b1/Tmsb15b2/Isg15
FRC	GO:0045662	negative regulation of myoblast differentiation	1/7	28/16289	0.011972980786266074	0.05237213531024773	0.022279094977500195	Sox9	1	Zfhx3/Bmp4/Csrp3/Ddit3/Dll1/Gdf3/Id3/Cxcl10/Il18/Notch1/Ppard/Ccl17/Ccl9/Sox8/Sox9/Tbx3/Tgfb1/Tnf/Sra1/Ankrd2/Cxcl14/Sostdc1/Cmtm5/Nmrk2/Prickle1/Mbnl3/Tmem182/Eid2b
FRC	GO:0060384	innervation	1/7	28/16289	0.011972980786266074	0.05237213531024773	0.022279094977500195	Sulf1	1	Edn1/Ednra/Fgfr3/Gabrb2/Lrig1/Isl1/Itga4/Nptx1/Nrp1/Ntrk1/Prkcg/Ret/Sema3a/Serpine2/Unc13b/Vcam1/Sulf2/Col25a1/Adarb1/Gabra5/Rnf165/Ece1/Slitrk6/Sulf1/Fbxo45/Lrig2/Chd7/Unc13a
FRC	GO:0090314	positive regulation of protein targeting to membrane	1/7	28/16289	0.011972980786266074	0.05237213531024773	0.022279094977500195	Actr3	1	Akt2/Ank3/Cacnb3/Cdk5/Cdk5r1/Stom/Erbb2/Fyn/Hpca/Hras/Itgam/Itgb1bp1/Kcnb1/Myo1c/Pak1/Prnp/Ccl2/Cib1/Pdzk1/Fis1/Mtcl1/Actr3/C2cd5/Mff/Arpc2/Tcaf1/Cemip/Tcaf2
